16,APR,95,44:41.0,39.48,19.93,1,3.2
17,APR,95,26:20.9,39.64,17.26,0,3.9
17,APR,95,35:02.1,39.69,23.44,9,2
17,APR,95,37:14.5,41.15,23.6,0,2.3
17,APR,95,54:27.6,40.58,24.05,0,2.6
17,APR,95,20:25.5,40.09,24.44,2,2.5
18,APR,95,31:58.7,38.48,23.78,22,3.2
20,APR,95,19:43.8,41.24,21.04,4,2.8
20,APR,95,23:44.5,39.78,24.49,5,2.1
22,APR,95,57:37.3,41.42,22.71,7,2.3
22,APR,95,46:17.3,40.56,23.67,2,2.2
23,APR,95,04:40.1,41.42,22.74,1,2.4
23,APR,95,16:34.9,41.25,22.67,1,2.3
23,APR,95,05:58.5,40.47,23.97,3,2.1
23,APR,95,59:27.3,40.5,24.13,8,2.3
24,APR,95,24:49.2,40.34,21.35,8,2.6
24,APR,95,18:25.7,40.57,23.71,6,2.2
24,APR,95,37:00.5,40.26,23.08,5,2
25,APR,95,30:22.6,38.78,21.66,5,2.7
26,APR,95,43:35.1,40.33,19.96,3,3.3
26,APR,95,37:37.1,40.7,22.69,1,2
27,APR,95,19:37.2,41.23,22.61,1,2.2
27,APR,95,13:30.4,39.47,21,1,2.3
28,APR,95,03:16.8,39.25,20.49,5,3.3
30,APR,95,58:23.9,39.74,20.7,2,2.7
30,APR,95,50:33.2,40.44,21.85,3,3.8
30,APR,95,25:03.6,40.15,23.74,3,2
30,APR,95,11:05.6,38.91,21.18,2,2.5
30,APR,95,12:42.8,39.77,20.65,8,2.8
30,APR,95,24:52.0,39.73,20.68,4,2.3
30,APR,95,46:41.6,39.78,20.65,3,2.2
1,MAY,95,49:56.6,39.75,20.65,5,2.7
1,MAY,95,42:51.4,40.02,23.7,0,2.4
1,MAY,95,19:22.3,39.36,22.44,45,2.2
1,MAY,95,38:31.1,40.56,23.65,0,2
1,MAY,95,47:21.5,39.83,20.96,11,2.8
2,MAY,95,04:44.5,38.82,21.29,20,3.2
2,MAY,95,52:16.6,39.25,20.23,15,3.7
3,MAY,95,16:41.1,40.57,23.71,13,3.9
3,MAY,95,17:35.3,40.57,23.66,1,2.1
3,MAY,95,22:51.0,40.59,23.74,14,2.4
3,MAY,95,29:46.5,40.57,23.68,1,2.4
3,MAY,95,50:54.4,40.58,23.68,0,2
3,MAY,95,39:55.9,40.59,23.72,4,4.2
3,MAY,95,40:49.6,40.59,23.7,1,2.5
3,MAY,95,41:03.5,40.6,23.72,1,2.3
3,MAY,95,44:14.7,40.56,23.68,0,2
3,MAY,95,48:31.4,40.56,23.66,0,2.3
3,MAY,95,56:14.9,40.52,23.62,0,2.3
3,MAY,95,58:15.5,40.55,23.65,0,2.6
3,MAY,95,59:38.5,40.55,23.64,0,3
3,MAY,95,01:07.9,40.57,23.7,1,2.3
3,MAY,95,02:34.7,40.54,23.64,0,2.1
3,MAY,95,22:38.3,40.51,23.61,0,2.1
3,MAY,95,54:31.9,40.63,23.5,11,2.7
3,MAY,95,13:22.3,40.56,23.67,0,2.1
3,MAY,95,27:52.5,40.55,23.66,0,2.2
3,MAY,95,28:26.4,40.16,23.88,0,2.1
3,MAY,95,36:28.1,40.55,23.66,2,2.4
3,MAY,95,45:24.4,40.55,23.66,0,2.4
3,MAY,95,46:00.3,40.53,23.64,0,2.3
3,MAY,95,43:38.0,40.54,23.66,0,2.1
3,MAY,95,56:39.4,40.54,23.65,1,3.8
3,MAY,95,04:40.1,40.55,23.65,0,3.2
3,MAY,95,05:25.9,40.57,23.7,0,2.3
3,MAY,95,07:10.8,40.57,23.7,0,2.3
3,MAY,95,12:12.6,40.56,23.67,0,2.4
3,MAY,95,48:57.5,40.5,23.49,0,2
3,MAY,95,36:54.3,40.57,23.68,11,4.5
3,MAY,95,40:07.4,40.54,23.63,5,2.9
3,MAY,95,40:52.2,40.52,23.61,0,2.5
3,MAY,95,42:35.6,40.54,23.64,3,2.3
3,MAY,95,43:27.1,40.58,23.68,0,4.6
3,MAY,95,45:32.7,40.54,23.61,0,2.8
3,MAY,95,47:11.0,40.56,23.62,0,2.6
3,MAY,95,48:08.9,40.56,23.62,0,2.5
3,MAY,95,51:48.4,40.55,23.63,0,2.4
3,MAY,95,52:45.7,40.57,23.62,1,2.8
3,MAY,95,55:05.3,40.51,23.62,5,2.3
3,MAY,95,59:59.7,40.57,23.69,4,2.6
3,MAY,95,09:49.4,40.55,23.61,0,2.8
3,MAY,95,33:02.8,40.55,23.67,0,3.3
3,MAY,95,02:12.7,40.56,23.63,1,2.4
3,MAY,95,07:32.1,40.55,23.66,0,2.6
3,MAY,95,16:37.1,40.57,23.67,0,2.4
3,MAY,95,36:05.4,40.56,23.66,3,2.2
4,MAY,95,05:53.7,40.55,23.63,2,2
4,MAY,95,13:51.8,40.15,23.89,2,2.4
4,MAY,95,29:06.2,40.55,23.61,5,2.6
4,MAY,95,34:10.8,40.57,23.66,9,5.3
4,MAY,95,37:15.0,40.56,23.63,0,2.8
4,MAY,95,39:19.1,40.55,23.61,0,2.6
4,MAY,95,40:45.2,40.54,23.57,0,2.7
4,MAY,95,43:42.0,40.56,23.6,0,3.6
4,MAY,95,44:40.6,40.55,23.65,0,2
4,MAY,95,45:42.3,40.55,23.66,13,2.2
4,MAY,95,46:14.8,40.56,23.59,0,2.4
4,MAY,95,47:09.9,40.55,23.6,0,2.5
4,MAY,95,51:02.1,40.58,23.67,2,2.5
4,MAY,95,51:28.5,40.55,23.62,2,2.8
4,MAY,95,53:25.0,40.57,23.63,1,2.4
4,MAY,95,53:52.3,40.55,23.61,0,2.2
4,MAY,95,55:28.9,40.57,23.64,1,2.4
4,MAY,95,56:15.3,40.56,23.6,1,2.1
4,MAY,95,03:38.1,40.56,23.63,0,2
4,MAY,95,07:15.6,40.55,23.61,0,2.5
3,MAY,95,10:06.5,40.56,23.62,5,2.7
4,MAY,95,14:04.9,40.57,23.6,0,3.3
4,MAY,95,29:49.9,40.54,23.56,5,2.4
4,MAY,95,39:03.5,40.56,23.62,0,2.1
4,MAY,95,41:34.5,40.55,23.65,1,2.8
4,MAY,95,42:44.3,40.57,23.64,0,2.4
4,MAY,95,49:17.7,40.57,23.66,0,2.1
4,MAY,95,49:49.4,40.56,23.65,16,2.2
4,MAY,95,59:36.9,40.64,23.71,4,2.1
4,MAY,95,02:35.7,40.56,23.67,0,2.2
4,MAY,95,04:46.4,40.55,23.64,0,2.5
4,MAY,95,09:32.9,40.56,23.62,0,2.1
4,MAY,95,11:58.8,40.57,23.65,0,2.2
4,MAY,95,21:38.1,40.56,23.63,0,2.6
4,MAY,95,40:56.0,40.55,23.6,4,2.1
4,MAY,95,55:35.2,40.52,23.62,5,2.1
4,MAY,95,08:03.5,40.54,23.57,0,2
4,MAY,95,19:40.9,40.56,23.61,0,2.4
4,MAY,95,41:54.5,40.52,23.58,5,2.1
4,MAY,95,00:39.2,40.52,23.56,5,2.1
4,MAY,95,15:19.6,40.53,23.55,5,2.1
